Epoch,Train_Acc,Val_Acc
1,0.11910994764397906,0.06770833333333333
2,0.9554973821989529,0.953125
3,0.93717277486911,0.90625
4,0.824607329842932,0.7708333333333334
5,0.887434554973822,0.8333333333333334
6,0.9280104712041884,0.90625
7,0.9568062827225131,0.9583333333333334
8,0.9031413612565445,0.890625
9,0.9646596858638743,0.9479166666666666
10,0.5837696335078534,0.6041666666666666
11,0.7486910994764397,0.7447916666666666
12,0.9698952879581152,0.9479166666666666
13,0.9057591623036649,0.8854166666666666
14,0.6164921465968587,0.5520833333333334
15,0.9672774869109948,0.9479166666666666
16,0.9240837696335078,0.8489583333333334
17,0.9698952879581152,0.9270833333333334
18,0.9515706806282722,0.9270833333333334
19,0.9607329842931938,0.90625
20,0.9698952879581152,0.9322916666666666
21,0.9620418848167539,0.8854166666666666
22,0.9685863874345549,0.9166666666666666
23,0.9659685863874345,0.90625
24,0.9698952879581152,0.890625
25,0.9698952879581152,0.9010416666666666
26,0.9698952879581152,0.9010416666666666
27,0.8965968586387435,0.7447916666666666
28,0.9659685863874345,0.9010416666666666
29,0.9685863874345549,0.8697916666666666
30,0.9698952879581152,0.921875
31,0.8219895287958116,0.78125
32,0.7984293193717278,0.6354166666666666
33,0.9672774869109948,0.9114583333333334
34,0.9672774869109948,0.8645833333333334
35,0.9685863874345549,0.8802083333333334
36,0.9659685863874345,0.8177083333333334
37,0.9659685863874345,0.8125
38,0.9345549738219895,0.7083333333333334
39,0.9332460732984293,0.7135416666666666
40,0.912303664921466,0.78125
41,0.9633507853403142,0.8177083333333334
42,0.9672774869109948,0.8177083333333334
43,0.9685863874345549,0.8229166666666666
44,0.9685863874345549,0.8177083333333334
45,0.9672774869109948,0.7760416666666666
46,0.9685863874345549,0.796875
47,0.9450261780104712,0.6979166666666666
48,0.9685863874345549,0.8125
49,0.9633507853403142,0.8229166666666666
50,0.4162303664921466,0.328125
51,0.9646596858638743,0.8125
52,0.9620418848167539,0.7760416666666666
53,0.9476439790575916,0.6302083333333334
54,0.9698952879581152,0.7864583333333334
55,0.9698952879581152,0.7708333333333334
56,0.9594240837696335,0.7239583333333334
57,0.9646596858638743,0.6510416666666666
58,0.9672774869109948,0.71875
59,0.9672774869109948,0.7135416666666666
60,0.9698952879581152,0.7604166666666666
61,0.9725130890052356,0.9114583333333334
62,0.8468586387434555,0.5364583333333334
63,0.9489528795811518,0.6510416666666666
64,0.9685863874345549,0.703125
65,0.9698952879581152,0.71875
66,0.9698952879581152,0.7708333333333334
67,0.9581151832460733,0.6354166666666666
68,0.9698952879581152,0.6770833333333334
69,0.9672774869109948,0.640625
70,0.7081151832460733,0.2708333333333333
71,0.8534031413612565,0.4739583333333333
72,0.943717277486911,0.4895833333333333
73,0.6400523560209425,0.4166666666666667
74,0.9109947643979057,0.5989583333333334
75,0.9672774869109948,0.6927083333333334
76,0.9659685863874345,0.5989583333333334
77,0.9554973821989529,0.6041666666666666
78,0.9594240837696335,0.5677083333333334
79,0.930628272251309,0.46875
80,0.9620418848167539,0.6041666666666666
81,0.912303664921466,0.5
82,0.9057591623036649,0.4166666666666667
83,0.9698952879581152,0.6354166666666666
84,0.9659685863874345,0.6354166666666666
85,0.9633507853403142,0.5052083333333334
86,0.9502617801047121,0.4479166666666667
87,0.7918848167539267,0.3333333333333333
88,0.9685863874345549,0.578125
89,0.9280104712041884,0.8489583333333334
90,0.8520942408376964,0.5729166666666666
91,0.9620418848167539,0.6354166666666666
92,0.9685863874345549,0.7291666666666666
93,0.9568062827225131,0.515625
94,0.9698952879581152,0.703125
95,0.9633507853403142,0.5677083333333334
96,0.7945026178010471,0.328125
97,0.9397905759162304,0.4166666666666667
98,0.9070680628272252,0.3802083333333333
99,0.9659685863874345,0.5208333333333334
100,0.9659685863874345,0.515625
101,0.9489528795811518,0.4583333333333333
102,0.9476439790575916,0.3854166666666667
103,0.9424083769633508,0.3697916666666667
104,0.925392670157068,0.3333333333333333
105,0.9136125654450262,0.4270833333333333
106,0.9031413612565445,0.3645833333333333
107,0.849476439790576,0.3072916666666667
108,0.8141361256544503,0.2864583333333333
109,0.39267015706806285,0.11979166666666667
110,0.8115183246073299,0.2760416666666667
111,0.9554973821989529,0.4635416666666667
112,0.3743455497382199,0.16666666666666666
113,0.9280104712041884,0.421875
114,0.9659685863874345,0.578125
115,0.9568062827225131,0.46875
116,0.9070680628272252,0.4375
117,0.9633507853403142,0.4791666666666667
118,0.8913612565445026,0.40625
119,0.9672774869109948,0.5520833333333334
120,0.7971204188481675,0.2760416666666667
121,0.9685863874345549,0.5885416666666666
122,0.9620418848167539,0.4791666666666667
123,0.9633507853403142,0.5
124,0.2918848167539267,0.1875
125,0.9267015706806283,0.6041666666666666
126,0.9620418848167539,0.625
127,0.9685863874345549,0.5677083333333334
128,0.9698952879581152,0.609375
129,0.9685863874345549,0.5208333333333334
130,0.9698952879581152,0.515625
131,0.9568062827225131,0.3854166666666667
132,0.9502617801047121,0.34375
133,0.9463350785340314,0.3541666666666667
134,0.9672774869109948,0.453125
135,0.943717277486911,0.3125
136,0.893979057591623,0.2552083333333333
137,0.9672774869109948,0.390625
138,0.8337696335078534,0.22395833333333334
139,0.9568062827225131,0.3489583333333333
140,0.9698952879581152,0.4427083333333333
141,0.9698952879581152,0.4322916666666667
142,0.9554973821989529,0.3385416666666667
143,0.9633507853403142,0.34375
144,0.9685863874345549,0.4427083333333333
145,0.893979057591623,0.265625
146,0.9633507853403142,0.4583333333333333
147,0.9541884816753927,0.3125
148,0.900523560209424,0.22916666666666666
149,0.9672774869109948,0.4427083333333333
150,0.9581151832460733,0.3645833333333333
151,0.9685863874345549,0.4375
152,0.9607329842931938,0.3697916666666667
153,0.9541884816753927,0.3333333333333333
154,0.8507853403141361,0.20833333333333334
155,0.9541884816753927,0.3489583333333333
156,0.9175392670157068,0.21875
157,0.9463350785340314,0.3385416666666667
158,0.4568062827225131,0.109375
159,0.7421465968586387,0.15104166666666666
160,0.8900523560209425,0.7760416666666666
161,0.8599476439790575,0.6822916666666666
162,0.9345549738219895,0.5989583333333334
163,0.9594240837696335,0.5520833333333334
164,0.9450261780104712,0.40625
165,0.9083769633507853,0.3333333333333333
166,0.887434554973822,0.25
167,0.8219895287958116,0.21875
168,0.4568062827225131,0.078125
169,0.9293193717277487,0.296875
170,0.4214659685863874,0.09895833333333333
171,0.8468586387434555,0.14583333333333334
172,0.9450261780104712,0.2708333333333333
173,0.9685863874345549,0.46875
174,0.9581151832460733,0.2708333333333333
175,0.5104712041884817,0.09375
176,0.9581151832460733,0.3229166666666667
177,0.93717277486911,0.21875
178,0.7028795811518325,0.125
179,0.8324607329842932,0.18229166666666666
180,0.9345549738219895,0.23958333333333334
181,0.9083769633507853,0.1875
182,0.9044502617801047,0.171875
183,0.5863874345549738,0.08854166666666667
184,0.8808900523560209,0.16145833333333334
185,0.6845549738219895,0.11979166666666667
186,0.7460732984293194,0.11458333333333333
187,0.8573298429319371,0.171875
188,0.6400523560209425,0.109375
189,0.3756544502617801,0.19791666666666666
190,0.6963350785340314,0.4270833333333333
191,0.9201570680628273,0.5572916666666666
192,0.9568062827225131,0.5364583333333334
193,0.9410994764397905,0.4010416666666667
194,0.9672774869109948,0.4791666666666667
195,0.9489528795811518,0.2864583333333333
196,0.9345549738219895,0.3020833333333333
197,0.8337696335078534,0.17708333333333334
198,0.7329842931937173,0.13020833333333334
199,0.925392670157068,0.2552083333333333
200,0.9698952879581152,0.4166666666666667
